user_id,gender,gender_type,birthday,age,state,state_block,create_date,create_dayoftheweek,create_timezone,first_reg_interval,first_reg_date,first_reg_dayoftheweek,first_reg_timezone,second_reg_date,second_reg_interval,reg_cnt,shop_name,count_all,price_all,count_その他,count_教養娯楽費,count_交際費,count_交通費,count_車関連費,count_住宅費,count_食費,count_水道光熱費,count_税金,count_通信費,count_日用品費,count_被服費,count_美容健康費,count_保険費,count_養育費,PRICE_その他,PRICE_教養娯楽費,PRICE_交際費,PRICE_交通費,PRICE_車関連費,PRICE_住宅費,PRICE_食費,PRICE_水道光熱費,PRICE_税金,PRICE_通信費,PRICE_日用品費,PRICE_被服費,PRICE_美容健康費,PRICE_保険費,PRICE_養育費
51672,2,女性,1965,50代,宮城県,東北,2013/2/11,月曜日,午前,0,2013/2/11,月曜日,午後,2013/2/12,1,803,ファミマ,2,456,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0
71546,1,男性,1981,30代,東京都,南関東,2013/2/26,火曜日,午前,0,2013/2/26,火曜日,午前,2013/2/26,0,854,ローソン,1,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
275697,1,男性,1963,50代,不明,不明,2013/5/13,月曜日,午後,0,2013/5/13,月曜日,午後,2013/5/13,0,1230,ローソン,28,7520,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,0,0,0,0,0,0,0,0
418283,2,女性,1968,40代,山口県,中国,2013/5/24,金曜日,午後,0,2013/5/24,金曜日,午後,2013/5/24,0,1274,ファミマ,5,3815,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815,0,0,0,0,0,0,0,0
425741,2,女性,1976,30代,不明,不明,2013/5/25,土曜日,午前,0,2013/5/25,土曜日,夜間,2013/5/27,2,129,ローソン,21,7048,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7048,0,0,0,0,0,0,0,0
457701,2,女性,1983,30代,不明,不明,2013/5/29,水曜日,夜間,0,2013/5/29,水曜日,夜間,2013/6/2,4,798,ファミマ,32,21667,0,8,11,0,0,0,50,0,0,0,0,7,3,0,0,0,12636,1747,0,0,0,5912,0,0,0,0,937,435,0,0
501442,2,女性,1970,40代,不明,不明,2013/6/12,水曜日,午後,0,2013/6/12,水曜日,午後,2013/6/12,0,656,ファミマ,1,1136,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0
540618,2,女性,1984,30代,愛知県,東海,2013/6/19,水曜日,午後,0,2013/6/19,水曜日,午後,2013/6/19,0,463,ファミマ,5,2133,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,0,0,0,0,0,0,0,0
548581,1,男性,1964,50代,栃木県,北関東,2013/6/22,土曜日,午後,0,2013/6/22,土曜日,午後,2013/6/23,1,1754,ファミマ,2,443,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0
602264,2,女性,1990,20代,愛知県,東海,2013/8/21,水曜日,午前,0,2013/8/21,水曜日,午後,2013/8/21,0,116,ローソン,3,1509,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0
665909,2,女性,1992,20代,不明,不明,2013/10/29,火曜日,夜間,78,2014/1/15,水曜日,午後,2014/1/16,1,303,ローソン,2,710,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0
697803,2,女性,1965,50代,大阪府,近畿,2013/12/8,日曜日,午後,0,2013/12/8,日曜日,午後,2013/12/8,0,818,ローソン,1,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
745738,2,女性,1984,30代,宮城県,東北,2014/1/15,水曜日,午後,1,2014/1/16,木曜日,午後,2014/1/17,1,50,ファミマ,1,599,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0
398,1,男性,1989,20代,神奈川県,南関東,2013/1/31,木曜日,午後,1,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,1146,ファミマ,110,42884,2,5,0,0,0,0,169,0,0,4,5,0,0,0,0,485,17863,0,0,0,0,22560,0,0,742,1234,0,0,0,0
398,1,男性,1989,20代,神奈川県,南関東,2013/1/31,木曜日,午後,1,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,1146,ローソン,170,83965,0,5,0,0,0,0,281,0,1,1,2,0,0,0,0,0,19145,0,0,0,0,40616,0,23000,290,914,0,0,0,0
398,1,男性,1989,20代,神奈川県,南関東,2013/1/31,木曜日,午後,1,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,1146,セブンイレブン,103,31652,0,4,0,0,0,0,179,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,28387,0,0,0,265,0,0,0,0
463,1,男性,1971,40代,岡山県,中国,2013/1/31,木曜日,午後,1,2013/2/1,金曜日,午後,2013/2/1,0,1306,ファミマ,76,61378,4,4,0,0,0,0,243,0,0,0,2,1,0,0,0,870,19020,0,0,0,0,38664,0,0,0,844,1980,0,0,0
463,1,男性,1971,40代,岡山県,中国,2013/1/31,木曜日,午後,1,2013/2/1,金曜日,午後,2013/2/1,0,1306,ローソン,20,22108,1,1,0,1,0,0,42,0,0,0,2,0,0,0,0,980,7310,0,6300,0,0,7058,0,0,0,460,0,0,0,0
463,1,男性,1971,40代,岡山県,中国,2013/1/31,木曜日,午後,1,2013/2/1,金曜日,午後,2013/2/1,0,1306,セブンイレブン,387,231058,8,10,1,1,0,0,1304,0,0,1,14,0,0,0,0,640,13767,3200,16600,0,0,192823,0,0,80,3948,0,0,0,0
612,1,男性,1978,30代,東京都,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/1,1,1209,ファミマ,43,10211,0,0,0,0,0,0,74,0,0,0,3,0,4,0,0,0,0,0,0,0,0,8626,0,0,0,608,0,977,0,0
612,1,男性,1978,30代,東京都,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/1,1,1209,ローソン,19,4622,0,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,548,0,0,0,4074,0,0,0,0,0,0,0,0
612,1,男性,1978,30代,東京都,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/1,1,1209,セブンイレブン,192,92917,0,14,0,0,0,0,386,0,0,0,170,0,1,0,0,0,2702,0,0,0,0,47134,0,0,0,42723,0,358,0,0
859,1,男性,1975,40代,不明,不明,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,1607,ファミマ,6,1953,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,2026,0,0,0,0,0,0,0,0
859,1,男性,1975,40代,不明,不明,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,1607,ローソン,405,236799,1,208,8,0,0,0,828,0,0,7,31,0,14,0,0,-20,88581,4031,0,0,0,132269,0,0,482,7687,0,3769,0,0
859,1,男性,1975,40代,不明,不明,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,1607,セブンイレブン,14,13577,9,3,0,0,0,0,26,0,0,0,0,0,0,0,0,7888,1450,0,0,0,0,4239,0,0,0,0,0,0,0,0
958,1,男性,1965,50代,不明,不明,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午後,2013/2/1,0,2633,ファミマ,8,3767,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767,0,0,0,0,0,0,0,0
958,1,男性,1965,50代,不明,不明,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午後,2013/2/1,0,2633,ローソン,86,58710,0,46,0,0,0,0,179,0,0,0,0,0,0,0,0,0,26946,0,0,0,0,31764,0,0,0,0,0,0,0,0
958,1,男性,1965,50代,不明,不明,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午後,2013/2/1,0,2633,セブンイレブン,46,26689,0,1,0,0,0,0,125,0,0,0,0,0,0,0,0,0,390,0,0,0,0,26299,0,0,0,0,0,0,0,0
1053,2,女性,1979,30代,宮崎県,九州沖縄,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/8/7,188,1211,ファミマ,197,97438,7,14,0,0,0,0,513,0,0,0,15,1,0,0,0,1728,9405,0,0,0,0,82117,0,0,0,2928,1260,0,0,0
1053,2,女性,1979,30代,宮崎県,九州沖縄,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/8/7,188,1211,ローソン,16,7637,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2920,0,0,0,0,4717,0,0,0,0,0,0,0,0
1053,2,女性,1979,30代,宮崎県,九州沖縄,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/8/7,188,1211,セブンイレブン,151,66831,0,13,0,0,0,0,412,0,0,0,13,3,0,0,0,0,7055,0,0,0,0,56509,0,0,0,2403,864,0,0,0
1415,2,女性,1966,40代,愛知県,東海,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午後,2013/2/2,1,1910,ファミマ,1,782,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0
1415,2,女性,1966,40代,愛知県,東海,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午後,2013/2/2,1,1910,ローソン,6,1616,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,0,0,0,0,0
1415,2,女性,1966,40代,愛知県,東海,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午後,2013/2/2,1,1910,セブンイレブン,8,4063,0,0,0,0,0,0,18,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2733,0,0,164,0,0,1166,0,0
1511,1,男性,1980,30代,東京都,南関東,2013/1/31,木曜日,夜間,3,2013/2/3,日曜日,早朝・深夜,2013/2/3,0,1833,ファミマ,10,5967,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5967,0,0,0,0,0,0,0,0
1511,1,男性,1980,30代,東京都,南関東,2013/1/31,木曜日,夜間,3,2013/2/3,日曜日,早朝・深夜,2013/2/3,0,1833,ローソン,26,18977,0,0,0,0,0,0,56,0,0,1,3,0,1,0,0,0,0,0,0,0,0,15900,0,0,2080,792,0,205,0,0
1511,1,男性,1980,30代,東京都,南関東,2013/1/31,木曜日,夜間,3,2013/2/3,日曜日,早朝・深夜,2013/2/3,0,1833,セブンイレブン,52,37731,0,5,2,0,0,0,101,0,0,0,7,0,0,0,0,0,11280,5000,0,0,0,19474,0,0,0,1977,0,0,0,0
1779,1,男性,1965,50代,不明,不明,2013/1/31,木曜日,夜間,23,2013/2/23,土曜日,午前,2013/2/23,0,3099,ファミマ,1058,637498,5,37,0,0,0,0,1145,2,0,3,1020,0,1,0,0,16392,17402,0,0,0,0,221484,6390,0,5570,369947,0,313,0,0
1779,1,男性,1965,50代,不明,不明,2013/1/31,木曜日,夜間,23,2013/2/23,土曜日,午前,2013/2/23,0,3099,ローソン,14,6635,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,4485,0,0,0,0
1779,1,男性,1965,50代,不明,不明,2013/1/31,木曜日,夜間,23,2013/2/23,土曜日,午前,2013/2/23,0,3099,セブンイレブン,218,148225,17,7,0,1,0,0,276,2,0,0,137,0,0,0,0,46000,2369,0,3000,0,0,51022,6360,0,0,39474,0,0,0,0
1817,2,女性,1978,30代,東京都,南関東,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,610,ファミマ,2,861,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,663,0,0,0,198,0,0,0,0
1817,2,女性,1978,30代,東京都,南関東,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,610,ローソン,3,2540,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,250,0,0,0,0,2290,0,0,0,0,0,0,0,0
1817,2,女性,1978,30代,東京都,南関東,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,610,セブンイレブン,1,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2082,1,男性,1980,30代,兵庫県,近畿,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/1/31,0,1739,ファミマ,79,31068,0,4,0,0,0,0,130,0,0,1,6,1,0,0,0,0,8445,0,0,0,0,16880,0,0,2180,2744,819,0,0,0
2082,1,男性,1980,30代,兵庫県,近畿,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/1/31,0,1739,ローソン,94,34523,1,6,0,0,0,0,207,0,0,2,4,1,0,0,0,30,4715,0,0,0,0,28115,0,0,100,683,880,0,0,0
2082,1,男性,1980,30代,兵庫県,近畿,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/1/31,0,1739,セブンイレブン,72,27135,0,0,0,0,0,0,209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26837,0,0,0,298,0,0,0,0
2184,1,男性,1972,40代,秋田県,東北,2013/1/31,木曜日,夜間,402,2014/3/9,日曜日,午前,2014/3/10,1,340,ファミマ,37,8092,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7987,0,0,0,105,0,0,0,0
2184,1,男性,1972,40代,秋田県,東北,2013/1/31,木曜日,夜間,402,2014/3/9,日曜日,午前,2014/3/10,1,340,ローソン,112,45235,0,0,0,2,1,0,172,0,0,0,2,0,5,0,0,0,0,0,4105,168,0,38409,0,0,0,1851,0,702,0,0
2184,1,男性,1972,40代,秋田県,東北,2013/1/31,木曜日,夜間,402,2014/3/9,日曜日,午前,2014/3/10,1,340,セブンイレブン,9,2498,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0
2327,1,男性,1966,40代,不明,不明,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/14,14,1106,ファミマ,42,32286,0,0,0,0,0,0,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27449,4837,0,0,0,0,0,0,0
2327,1,男性,1966,40代,不明,不明,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/14,14,1106,ローソン,325,185612,0,1,0,0,0,0,1330,0,0,0,2,0,0,0,0,0,580,0,0,0,0,184795,0,0,0,237,0,0,0,0
2327,1,男性,1966,40代,不明,不明,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/14,14,1106,セブンイレブン,188,143049,1,1,0,0,0,0,888,0,0,0,2,0,0,0,0,1270,240,0,0,0,0,140986,0,0,0,553,0,0,0,0
2366,2,女性,1975,40代,山梨県,甲信越,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/2,1,1732,ファミマ,16,15381,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,324,0,0,0,0,15057,0,0,0,0,0,0,0,0
2366,2,女性,1975,40代,山梨県,甲信越,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/2,1,1732,ローソン,54,32902,0,4,0,0,0,0,119,0,0,0,5,0,2,0,0,0,8180,0,0,0,0,23226,0,0,0,1027,0,469,0,0
2366,2,女性,1975,40代,山梨県,甲信越,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/2,1,1732,セブンイレブン,86,45655,12,5,1,0,0,0,212,0,0,0,2,0,0,0,0,-384,9130,298,0,0,0,33796,0,0,0,2815,0,0,0,0
2685,1,男性,1968,40代,神奈川県,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/1,1,883,ファミマ,62,29114,0,2,0,0,0,0,36,0,0,0,54,0,1,0,0,0,1630,0,0,0,0,4778,0,0,0,22270,0,436,0,0
2685,1,男性,1968,40代,神奈川県,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/1,1,883,ローソン,60,25776,0,0,0,0,0,0,14,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3226,0,0,0,22550,0,0,0,0
2685,1,男性,1968,40代,神奈川県,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/1,1,883,セブンイレブン,72,31630,0,2,0,0,0,0,167,1,0,0,11,0,0,0,0,0,840,0,0,0,0,26246,3246,0,0,1298,0,0,0,0
2851,2,女性,1975,40代,大阪府,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,夜間,2013/2/3,2,1041,ファミマ,18,7286,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7286,0,0,0,0,0,0,0,0
2851,2,女性,1975,40代,大阪府,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,夜間,2013/2/3,2,1041,ローソン,12,4349,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3876,0,0,0,473,0,0,0,0
2851,2,女性,1975,40代,大阪府,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,夜間,2013/2/3,2,1041,セブンイレブン,6,3007,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,680,0,0,0,0,1917,0,0,0,410,0,0,0,0
3158,2,女性,1987,20代,京都府,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,夜間,2013/2/4,3,827,ファミマ,5,1456,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,260,0,0,0,0
3158,2,女性,1987,20代,京都府,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,夜間,2013/2/4,3,827,ローソン,35,37907,0,0,0,0,0,0,82,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11299,0,0,0,26608,0,0,0,0
3158,2,女性,1987,20代,京都府,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,夜間,2013/2/4,3,827,セブンイレブン,63,29209,0,0,0,0,0,0,109,0,0,0,8,0,0,0,0,0,0,0,0,0,0,23158,0,0,0,6051,0,0,0,0
3401,1,男性,1974,40代,千葉県,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/2,2,3153,ファミマ,98,13587,1,0,0,0,0,0,163,0,0,0,1,0,0,0,0,10,0,0,0,0,0,13114,0,0,0,463,0,0,0,0
3401,1,男性,1974,40代,千葉県,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/2,2,3153,ローソン,267,36374,1,0,0,0,0,0,326,0,0,0,2,0,0,0,0,20,0,0,0,0,0,35439,0,0,0,915,0,0,0,0
3401,1,男性,1974,40代,千葉県,南関東,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/2,2,3153,セブンイレブン,122,26179,0,0,0,0,2,0,144,0,0,0,0,0,0,0,0,0,0,0,0,10080,0,16099,0,0,0,0,0,0,0,0
3430,2,女性,1974,40代,愛知県,東海,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/8,8,1224,ファミマ,49,56554,1,6,7,0,0,0,138,0,0,0,22,0,0,0,0,850,2380,1364,0,0,0,18115,0,0,0,33845,0,0,0,0
3430,2,女性,1974,40代,愛知県,東海,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/8,8,1224,ローソン,89,120705,0,0,1,0,0,0,432,0,0,0,38,0,0,0,0,0,0,1008,0,0,0,55022,0,0,0,64675,0,0,0,0
3430,2,女性,1974,40代,愛知県,東海,2013/1/31,木曜日,夜間,0,2013/1/31,木曜日,夜間,2013/2/8,8,1224,セブンイレブン,118,166668,0,14,2,0,0,0,594,0,0,0,54,0,0,0,1,0,4445,294,0,0,0,82455,0,0,0,79411,0,0,0,63
3571,1,男性,1984,30代,兵庫県,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,399,ファミマ,25,9956,4,2,0,0,0,0,51,0,0,0,0,0,0,0,0,-79,680,0,0,0,0,9355,0,0,0,0,0,0,0,0
3571,1,男性,1984,30代,兵庫県,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,399,ローソン,24,11467,0,4,0,0,0,0,55,0,0,0,1,0,0,0,0,0,1240,0,0,0,0,10029,0,0,0,198,0,0,0,0
3571,1,男性,1984,30代,兵庫県,近畿,2013/1/31,木曜日,夜間,1,2013/2/1,金曜日,午前,2013/2/1,0,399,セブンイレブン,12,6999,2,0,1,0,0,0,8,0,0,0,5,0,0,0,0,978,0,740,0,0,0,982,0,0,0,4299,0,0,0,0
3712,1,男性,1962,50代,北海道,北海道,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/2,1,531,ローソン,19,13500,0,0,21,0,0,0,15,0,0,0,11,0,0,0,0,0,0,4788,0,0,0,3017,0,0,0,5695,0,0,0,0
3712,1,男性,1962,50代,北海道,北海道,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/2,1,531,セブンイレブン,10,13284,1,0,7,0,0,0,21,0,0,0,15,0,0,0,0,-22,0,3274,0,0,0,3352,0,0,0,6680,0,0,0,0
4252,1,男性,1990,20代,東京都,南関東,2013/2/1,金曜日,早朝・深夜,2,2013/2/3,日曜日,早朝・深夜,2013/2/4,1,257,ファミマ,4,3849,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849,0,0,0,0,0,0,0,0
4252,1,男性,1990,20代,東京都,南関東,2013/2/1,金曜日,早朝・深夜,2,2013/2/3,日曜日,早朝・深夜,2013/2/4,1,257,ローソン,23,27213,0,10,0,0,0,0,66,0,0,0,0,0,0,0,0,0,15430,0,0,0,0,11783,0,0,0,0,0,0,0,0
4252,1,男性,1990,20代,東京都,南関東,2013/2/1,金曜日,早朝・深夜,2,2013/2/3,日曜日,早朝・深夜,2013/2/4,1,257,セブンイレブン,14,15626,0,2,0,0,0,0,79,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,12626,0,0,0,0,0,0,0,0
4724,1,男性,1974,40代,東京都,南関東,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,531,ファミマ,20,8699,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8699,0,0,0,0,0,0,0,0
4724,1,男性,1974,40代,東京都,南関東,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,531,セブンイレブン,20,19237,0,9,0,0,0,0,82,0,0,0,0,0,0,0,0,0,2603,0,0,0,0,16634,0,0,0,0,0,0,0,0
4727,1,男性,1964,50代,愛知県,東海,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,2113,ファミマ,279,59709,1,8,0,0,0,0,423,0,0,0,0,0,0,0,0,116,1299,0,0,0,0,58294,0,0,0,0,0,0,0,0
4727,1,男性,1964,50代,愛知県,東海,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,2113,ローソン,655,113905,0,0,0,0,0,0,1033,0,0,0,2,0,0,0,0,0,0,0,0,0,0,113689,0,0,0,216,0,0,0,0
4727,1,男性,1964,50代,愛知県,東海,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,早朝・深夜,2013/2/1,0,2113,セブンイレブン,236,54219,0,4,2,0,0,0,344,0,0,0,0,0,0,0,0,0,486,1850,0,0,0,51883,0,0,0,0,0,0,0,0
4833,2,女性,1979,30代,神奈川県,南関東,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,午後,2013/2/1,0,708,ファミマ,129,77260,0,4,0,0,0,0,324,0,0,0,2,4,0,0,0,0,36730,0,0,0,0,37537,0,0,0,578,2415,0,0,0
4833,2,女性,1979,30代,神奈川県,南関東,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,午後,2013/2/1,0,708,ローソン,78,44936,0,2,0,0,0,0,180,0,0,2,4,2,0,0,0,0,11115,0,0,0,0,30898,0,0,830,733,1360,0,0,0
4833,2,女性,1979,30代,神奈川県,南関東,2013/2/1,金曜日,早朝・深夜,0,2013/2/1,金曜日,午後,2013/2/1,0,708,セブンイレブン,29,27238,0,3,0,0,0,0,53,0,0,0,3,4,0,0,0,0,17700,0,0,0,0,7146,0,0,0,396,1996,0,0,0
5463,2,女性,1955,60代以上,神奈川県,南関東,2013/2/1,金曜日,午前,60,2013/4/2,火曜日,午前,2013/4/2,0,1805,ローソン,2,184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0
5463,2,女性,1955,60代以上,神奈川県,南関東,2013/2/1,金曜日,午前,60,2013/4/2,火曜日,午前,2013/4/2,0,1805,セブンイレブン,6,1988,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,200,0,656,0,0,0,0,0,0,1132,0,0,0,0,0
5685,2,女性,1985,30代,神奈川県,南関東,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/1,0,1117,ファミマ,58,13192,0,0,0,0,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13022,0,0,0,170,0,0,0,0
5685,2,女性,1985,30代,神奈川県,南関東,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/1,0,1117,ローソン,91,20746,0,0,0,0,0,0,141,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20378,0,0,0,368,0,0,0,0
5685,2,女性,1985,30代,神奈川県,南関東,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/1,0,1117,セブンイレブン,126,33718,0,2,2,0,0,0,172,0,0,0,3,0,0,0,0,0,1700,2500,0,0,0,29061,0,0,0,457,0,0,0,0
5803,1,男性,1957,50代,東京都,南関東,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/3,2,87,ファミマ,2,820,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0
5803,1,男性,1957,50代,東京都,南関東,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/3,2,87,ローソン,23,6467,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,105,0,6362,0,0,0,0,0,0,0,0
5803,1,男性,1957,50代,東京都,南関東,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/3,2,87,セブンイレブン,5,11093,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,0,0,0,0,0,0,0,0
5841,1,男性,1964,50代,大阪府,近畿,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/1,0,617,ファミマ,57,21736,27,0,0,0,0,0,125,0,0,0,1,0,1,0,0,-577,0,0,0,0,0,21147,0,0,0,1008,0,158,0,0
5841,1,男性,1964,50代,大阪府,近畿,2013/2/1,金曜日,午前,0,2013/2/1,金曜日,午前,2013/2/1,0,617,ローソン,32,13213,0,0,0,0,0,0,86,0,0,0,3,0,1,0,0,0,0,0,0,0,0,12692,0,0,0,421,0,100,0,0
